,Tweet,Label,Panjang_tweet,Jumlah_kalimat
437,"film korea kenapa ya sekarang bagus banget jalan ceritanya, makin cinta korea korean",Love,84,13
438,"kakakk, suka banget sama au nya semangat terus berkaryanya kak!!",Love,64,10
439,"pliss aku suka bangett sama au nyaa. keselnya dapet, nyeseknya dapet, sedihnya juga dapet. pokoknya sukaa banget, baguss ;3 ” aaaaaa demi apa sih aku kira kalian2 kayak kurang dapet feelsnya.. :( thank u sm udah mau baca tyi!!",Love,226,39
440,"tapi ada satu momen yg aku suka banget, ibukku tuh orangnya galak banget. tipe tipe senggol bacok. jd kalo ada masalah dia siap berantem dengan tangannya sendiri tanpa nunggu laki-laki yang ngelindungin. prinsipnya, 'lu gila, gua lebih gila' wkwk dan itu tertanam juga di aku",Love,275,45
441,"sekarang udah di remake sama authornya, nder. namanya l4dy 1n r3d di ijo (eng). tapi ceritanya udah berubah banget sih, gk kaya cerita p4tch1 yg dulu tapi p4tch1 nya masih suka b*nuhin orang wkwk ya masih tetap kurang sih",Love,221,39
442,"kok mirip sasuke ya, suka marah2 lagi wkwk tapi kalo lagi canggung tuh dia gemes banget",Love,87,16
443,"pagi mas, maaf ganggu. aku rencana mau ngekos di the home mas, mau nanya beberapa hal mas 1. kalau hujan deres kedengeran banget ga ya mas dari kamarnya? 2. kalau berisik kedengeran ga ya sampe kamar sebelah? soalnya aku suka dengerin musik pake speaker gitu mas",Love,262,46
444,aku suka banget kalo kamu foto pake kamera t______t mau nangis ily banget,Love,73,13
445,"jatuh cinta ama au bxb wkwk. terus temen w baru2 ini suka bangt4n. yaudah gue ajak aja terjun ke dunia per-au-an yang tks wkwk. doi juga suka dong wkwk. setelah ke tks, w mulai ke y00nm1n terus ke n4mj1n, terus pernah jg baca yg h0s30k x j00n seru bgt wkwk.",Love,257,50
446,"banyak kok film barat yang romance, tapi ak suka banget sama film pride & prejudice",Love,83,15
447,suka banget..,Love,13,2
448,"banget .. delapanpuluh halaman yang bisa bikin tercengang. betul. sekarang websitenya juga udah banyak, udah nyaman juga buat baca manhwa-manhwa yang lain. salah satu alasan saya jadi sering baca buku karena lupa urutan baca komik. suka bingung baca dari mana ke mana.",Love,268,42
449,aku diajak nikah jaemin karena dia suka sama aku anjir beruntung banget di game ini,Love,83,15
450,"suka dan sayang doi, lucu banget soalnya",Love,40,7
451,"dulu ketika masih smp suka banget sama lagu ini, karena juga relate ya",Love,70,13
452,terbaik jd kangen bgt mo nangis huee walopun beliau suka marah trs kadang cuek tp perhatian bgt nomer satuu ibu aku terbaik sayang ibuk perhatiannya tu yg langsung aksi gtu lo walopun tanpa kata kata hihi terus klo lg mood cerita asik bgt pokonya kangen bgt sm ibuk,Love,265,48
453,"alina , kalo ada cowo yg suka sama km tp km ga suka dia. tlg ditolak halus aja jgn diphp in aplg dibuat nyaman trs ditinggalin",Love,126,26
454,dear cowo : kenapa si kalian suka banget ga gasi kejelasan sama cewe apa kalian itu aslinya lagi deket sama banyak cewe dan ga mau mereka hilang,Love,144,27
455,suka banget.,Love,12,2
456,"hey rindu jugaa, yeyy akhirnya dah sembuh bisa jadi bocah aktif lagi ya. ya biasalah kan elu tau gue suka jadi kang ngumpul twibbon :3",Love,134,25
457,suka banget kalo udah buat thread haha,Love,38,7
458,serius tubatu tuh juara banget title track nya dari debut smp skrg gada yg ga suka huhu,Love,87,17
459,"8/10. filmnya baru mulai 2 menit gue udah suka banget sama dialognya seohyun. makin ditonton ternyata beneran bagus. ngasih tau bdsm, consent relationships & sexual harassment. jujur gw ga expect akan semenarik ini dan ngira paling gw bakal bosen di 30 menit pertama",Love,266,43
460,cewe kasih barang bagus hanya ke cowok yg dia ada rasa,Love,54,11
461,aku suka karena puas banget ngetiknya ahaha,Love,43,7
462,aa suka banget senyum tae disini anwjjsjjw sayang sayang bangett.,Love,65,10
463,"selain anime naruto,gua juga cintaaaa banget ke anime hunter x hunter =))",Love,73,12
464,"atau tiba-tiba sisca kohl buat konten nonton theater jkt48 sendirian check hari ini aku sama adik aku mau menonton show theater jkt48, adik aku suka banget",Love,155,26
465,aakk ini bagus banget sumpahh aku suka banget sama penyelesaian konfliknya di buku terakhir,Love,91,14
466,"dalam hubungan pasti ada tipe wanita yang selalu menanyakan pertanyaan yang sama kepada pasangannya. entah itu ""kamu cinta aku gak?"" atau ""aku cantik gak?"" terus yang lebih ekstrim lagi ""aku gendutan ya?"". aku pribadi lebih suka dibilang cantik, suasana hati langsung goodmood.",Love,277,42
467,changmin suka banget boneka chucky,Love,34,5
468,"jarak antara aku dan damar hampir tidak ada ketika aku menoleh dan diciumnya bibirku secara tiba-tiba. aku suka sentuhan tangannya, lembut dan tersirat sayang disana.",Love,166,25
469,"ada loh banyaakk, tinggal kmnya aja yg gausah mancing atau ga gubris pas obrolan kegitu. tapi kalo aku gabisa kayaknya, soalnya aku suka ndusel dan peluk2, aku manjanya poll kalo sama orang yg kurasa nyaman. kecuali cowonya tahan nafsu kalo aku ndusel2.",Love,253,42
470,bener. aku paling suka kalo jamurnya dibakar. cuma dibumbuin garem udah enak banget.,Love,84,13
471,"semua berawal dari mata. saat bertemu, merasakan suka yang datang begitu saja. perlahan menjadi sayang. kemudian, takut kehilangan.",Love,131,18
472,"berawal dari sahabat eh jadi pacar wkwk, terus suka gimmick saling sayang padahal iseng doang akhirnya jadian",Love,109,17
473,"ga semua cewe suka cowo yg ganteng, kadang ada juga cewe suka cowo yg ganteng banget",Love,84,16
474,suka banget jadi munafik adalah jalan ninjaku.,Love,46,7
475,aaaaaa seneng banget. micchi riko satu film entah kenapa pas nonton kiekoi juga aku suka bgt kalau mereka berdua satu scene,Love,123,21
476,"suka banget keknya bawa dy buat dibanding"" in, habis itu jadi dy nya yang di drag",Love,81,16
477,suka banget asli deh ungu ungu gini aa,Love,38,8
478,"haloow ka. kemana ajaa aku baru nemu au sekomplek. cubang dah ni au, greget banget ini si kigen tuh suka ga si sama dika jadi ikut galau weh:(( dan menur.. - halo anon! aku gak kemana kokk, aku emang biasanya update weekend hehe. tha..",Love,235,44
479,suka banget godain dia,Love,22,4
480,gue tipe yang suka ngasih kasih sayang tapi geli kalo di sayang balik.. pengertian nya,Love,86,15
481,sempol ayam siapa nih yang suka makan sempol cara buatnya mudah banget ig by hidayahnrs mandalika / solaria / tidur / sarapan,Love,125,22
482,"suka banget sama evermore, semangat updatenya!!  - ngaah makasih sender! ;3",Love,75,11
483,cinta banget apalagi kalo makan nya pakai ice cream walls vanila strawberry,Love,75,12
484,"temen2 deket aku tau banget aku suka jawab bebas kalo ditanya mau apa, jd mereka pasti lgsg pesenin aja apapun xixi love u all",Love,127,24
485,bangett plss sy suka banget bikin itu,Love,37,7
486,suka an cinta banget tulisan macem giniyg pandai bikin emosional org tergerak wkwk,Love,82,13
487,menyesal.. kesal.. gak bilang.. sayang.. cinta.. kamu.. padahal aku suka.,Love,73,10
488,handy mandy nih bapak ak yang anti banget kartun tapi belio suka,Love,64,12
489,"mimpi pergi bareng ma papuy vespaam, pulkam nek mobil, hft ternyata suka rindu juga",Love,83,14
490,"suka yg isinya nangkaa dulu pas smp suka banget beli yg nangkaa :"""" kangen",Love,74,14
491,iya suka banget sama pola filet,Love,31,6
492,"dule : si yang paling are u sleeping?brother john? haha. temen lawakku. ucik : si paling dewasa, sabar bgt hadapin aku. cik,bagi hotspot,cik kantin ibok,cik aku gembel bgt ga?. suka aku repotin juga kadang kadang onik : kadang kadang hebring sendiri, tapi aku sayang.",Love,268,44
493,jujur gatel pengen kritik adminnya lewat komen. tapi males banget orang2 ig terutama player genshin di ig tuh ngeri njir kalo diajak debat. suka argumen kosong doang yaudah aku ngerant di sini aja. siapa tau salah satu admin/temennya ada yg baca ya kan wkwk,Love,257,44
494,"tapi jujur suasana tempat makannya ky rm sunda modelan ampera dan kawan2nya. trus aku makan beres dluan, aku bilang aku mau keluar dulu. eeeh ternyata si harry ngikutin wkwkkwkwkk trus aneh banget dia bilang dia suka sama aku wkwkjwjwjjw",Love,237,39
495,makin suka sama dia abis nonton one spring night gua jadi banyangin kalo di kehidupa asli nya junghaein itu emg seromantis dan sayang bgt sama pasangan dia,Love,155,27
496,"mamaku mudanya emang cantik (beda jauh sama aku) tapi ga punya pacar, banyaknya kakak gemes alias emang anaknya friendly no love love club banget, jadi emang suka ga ngewaro cowok buat cinta-cintaan, meanwhile aku gak ada yang naksir dan sibuk sama cinta""an cowok kpop",Love,268,44
497,alasan kenapa suka banget sama karya2mu kak karna kadang bikin aku salting sendirii. ini ngena banget meskipun aku gapunya ayang kk,Love,131,21
498,suka banget,Love,11,2
499,"kdm all of us are dead guys aku kaget banget??! di awal nonton suka banget sama couple namra suhyeok tapi ga berekspetasi apapun, eh ternyata",Love,141,25
500,"jarang suka genre romance, tp sekalinya suka lgsg bucin banget !!",Love,65,11
501,aku sih suka. kayak solar system gitu. huhuhu entah kenapa aku suka banget liatnya.,Love,83,14
502,"kapan coba gua bisa kaya temen gua yg berani deketin cowo yg dia suka duluan? pengen banget deket sama crush, setidaknya jadi temen deket aja deh",Love,145,26
503,"suka heran sm orang yg nikah dengan orang lain, while dia masih cinta sama yg lain",Love,82,16
504,"lagi suka banget dengerin lagu memories-nya one piece, apalagi kalo tau artinya",Love,79,12
505,"mootss, temen aku lagi suka sama orangg. kasih tau cara atau tips dong, biar orang itu suka balik sama diaa. makasihh~~",Love,119,21
506,"nah, bisa dijadiin pelajaran banget nih. kita ga akan tau ketikan yg kita tuju ke orang tuh bikin sakit hati atau ngga. seenggaknya klo ga suka, bisa pake cara yg lebih halus lg. jgn kesannya ky menjudge. lyra keren, dr sakit hatinya, dia malah jd sukses proud of you ra",Love,270,50
507,"oh jadi gitu ya army harus banget wajib banget suka semuanya, padahal setiap orang punya kriteria idolanya masing masing mengejutkan ya",Love,135,21
508,pas punya iya suka banget,Love,25,5
509,"cintaaaa banget warna pastel begini, makasiih",Love,45,6
510,walaupun ketutup masker suka banget aura mark disini ampe merinding,Love,67,10
511,ga suka banget kalau didominasikan. yaudh jangan di gua klu gua ya kesetaraan,Love,77,13
512,beda banget dah raut muka orang yang suka dikasih jatah ama yang kaga,Love,69,13
513,"dari becanda-becandaan, jadi suka-sukaan, jadi sayang-sayangan dan sampai akhirnya saling takut kehilangan. :)",Love,110,13
514,mama juga sering dengerin cerita-cerita random gue wkwk kaya keseharian gue apapun itu. suka banget kalau udah curhat sama mamaa and i love her so much,Love,151,26
515,"wajarlah cewek suka kangen, biasanya setiap malem ada yg ngucapin ""sayang, makan sana, nanti jgn tidur malem2 ya"" tapi sekarang gak ada.",Love,136,22
516,"cowok jujur tu cowok yang bilang suka kalo dia suka, bilang sayang kalo dia sayang dan kalo lapar, dia makan!!",Love,110,20
517,paling suka klo jaejoong nyanyi rock. suara seraknya jadi keluar banget.,Love,72,11
518,aku suka ini kalo ga sampe keras bgt jd masih empuk dan masih beremah milo gt ya ampun udah lama banget,Love,103,21
519,rambutnya lucu banget mbaa suka bgt,Love,35,6
520,"haechan ini setiap fansign pasti ada aja gombalannya. manis bgt emang orangnya, semuanya aja dikasih kata-kata yang bikin iri. bener-bener deh suka banget godain orang.",Love,168,25
521,"seru, runa. kalau ngga gangguin beliau, suka gangguin anak aku. kedengeran gabut banget ya aku tuh.. btw, runa lagi ada kesibukan apa akhir-akhir ini?",Love,150,24
522,"baikk banget, banyakk banget kebaikan yg dikasih mama ke gue ga akan muat tapi paling suka mama tuh selalu ngutamain anaknya dan selalu berusaha buat ngertiin anaknya contohnya kalau gue lagi bad mood pasti ditanya ""kamu kenapa dek, ada masalah?"" terharu rasanya pengen nangis",Love,276,44
523,"beberapa minggu ini, kita suka deep talk. gua bisa rasain kalo ni anak lagi kenapa"", dia bisa nunjukin dirinya yang sebenarnya, kalo.. anaknya cengeng banget, perasa banget, sipaling gampang sedih, sipaling gampang kefikiran kalo ada apa"" sama dirinya, itu cuma sama gua.",Love,271,42
524,"sumpah, gua udh nyaman pjj.. ngapain si ptm elah.. mana jam belajarnya lebih lamaa.. jam 12 aja gua udh ga kuat apalagi jam 2.. uprak gpp deh di rmh, tpi emg gua lebih suka uprak di rmh si.. soalnya klo di sekolh kek lebih ribet dua2 nya.. gpp juga bikin video, udh kebal gua",Love,275,54
525,single krna suka ilfeel kl dideketin org dan blm ada yg sesuai sm aku dan blm ada yg bs bikin nyaman,Love,100,21
526,huhuu suka banget bangettt sama konsep cb taeyeon kali ini,Love,58,10
527,"aku lbh suka pake exfo serum sih, tp jujurly somethinc bikin jatuh cinta bgt sih memang",Love,87,16
528,ahh aku yg udah tau exo di 2016 tapi itu aku blm suka kpop eh sukaknya baru sekarang di tahun 2021 dan mereka lagi hiatus:'wlapun hiatus gue ttp cinta krena sllu ingin tau jadi gue kepoin mereka trus mkin gue kepo makin gue cinta dan syg bngetexo saranghajaa,Love,258,48
529,"elu itu care sm org yg lu sayang, baik itu temen atau pacar. orangnya gasuka yg ribet ribet, tipe org yg soft. kalo dulu gua ngambek atau marah lu malah yg minta maaf duluan wkwk. saran gua kalo elu yg baca ini suka sm confess duluan deh-",Love,238,47
530,"lope u ci, makasih udah mau dengerin keluh kesah aku juga, masih suka ngerecokin ci adel sayang banyak banyak",Love,109,19
531,"tp di kls 11 tuh pling ga suka sm bahasa gw alkwlwl, kek kasar banget beda sm dulu2, ngomong anjrt aja lngsng istighfar",Love,119,23
532,aku suka bgt sama kata kata kamu yg zjjaakmwks i rlly feel lovedd. aku tungguu actionnya ya sayang!!,Love,100,18
533,"banyak hal hal kecil yg aku lakuin ke kamu, ternyata kamu suka banget!! aku ngelakuin itu semua pure to make u happy",Love,116,22
534,"jujur ya , banyak cinta yang datang kepadaku, tapi ku tolak semuanya. karna aku masih suka wanita!!",Love,99,17
535,"bapak pernah ngejek emak karna pesek ""emak kamu pesek banget, kamu juga sih, tapi untung agak nurun mancung dari bapak dikit"" tapi abis itu bilang emang paling cantik, pa maksud kadang suka usil ke emak, tapi abis itu ngibrit",Love,225,39
536,"kalo liat tweet yang berkaitan sama idol, agency, atau apapun yg berkaitan sama kpop sering banget mikir bahwa memang kayaknya rata2 yg tweetnya suka aneh2 mungkin belom banyak terpapar gimana society bekerja in real life",Love,221,35
537,"kalo udah dengerin satu lagu dan udah suka banget, pasti bakal di ulang2 terus sampe moal",Love,89,16
538,terus kaya kalau seokjini lagi ganteng banget yg edann ganteng pisan tuh suka kagetz,Love,84,14
539,ngga tau gue suka banget sama mereka,Love,36,7
540,"sender, ijin mewakilkan tristan yaa? karena doi lgi blm bisa selfprom nihh. tristan vibesnya begini nihh, dia mengayomi jugaa so you can lean on him dan akan dijaga dengan baik. dia akan membuat kamu nyaman pastinya. a pluss karena orgnya suka kasih afeksi",Love,256,43
541,"seneng banget sih ngadain webinar yg pas banget sama aku yaitu tentang toxic relationship, yuk lah bestie yang masih suka galau2 masalah percintaan mending ikutan ini!!",Love,168,26
542,"me time adalah salah satu cara terbaik yang bisa dilakukan di weekend ala aku. kalo aku suka banget weekend sambil nonton drakor sepuasnya pake indihome, kalo weekend versi kamu apa nih bestie?",Love,193,32
543,"sayang istri liat suka beli baju pesta di ig shop langsung cushh beli baju dehh, enak nya kalau terhubung indihome mempermudah dan memperlancar kebtuhan online",Love,159,25
544,"pasti bakal gemes karena tristan bisa gemes sendirii punya pacar yg suka dimanja he will take care of you gently and very well, tristan akan membuatnya nyaman dan akan dijaga dengan baik. tristan juga orangnya mengayomii. yuk cek carrdnya dibawah untuk informasi",Love,262,42
545,"kaya suka banget mikir ""gimana ya kalo grup a pake cb ini?"" ""grub b keknya cocok deh pake konsep kaya gini."" dan pls ingin gue wujudkan",Love,135,26
546,"tapitapi welcome paus babyl, kayanya aku jg masih baby sih, cuma 3tahun lebih dulu(?) tp sayang aku lagi suka adeknya, gasih karna mereka hiatus aja, besokk papi aku pulang wamil, kangen updatetan ig papi olkay",Love,210,35
547,"hai sender! selamat pagii. ini ada tristan yang bisa dirent seminggu. a soft-dominant type, kalem, tapi seruu dan lucuu, sangat sangat penyayangg dan perhatian. dia suka kasih pukis dan manjain bayiin pacarnyaa, cocok sama sender yg suka dimanja-manja",Love,251,38
548,"sumpah sekeren itu, gila banget mark tuh kereenn bangeett bagus banget, sukaa. style bajunya jugaa, suka banget, so mark intinya",Love,128,20
549,gini aja gw suka banget anjr. hastag pelet taehyun,Love,50,9
550,"aku bener bener suka senyumnya mutsuki. yuki senyumnya hangat, mutsuki senyumnya black prince banget . udah gitu aku suka hubungan mutsuki sama hajime. kalau yuki-kyo sering baku hantam. mutsuki hajime justru berteman",Love,217,32
551,suka kagum banget sama cowo yang ambiss sama masa depannya,Love,58,10
552,"aku bener bener suka senyumnya mutsuki. yuki senyumnya hangat, mutsuki senyumnya black prince banget . udah gitu aku suka hubungan mutsuki sama hajime. kalau yuki-kyo sering baku hantam. mutsuki hajime justru berteman",Love,217,32
553,"suka dengan cara aan menuliskan permasalahan sosial di buku ini. selain tema itu, cinta yang luas ada di dalamnya",Love,113,19
554,aku suka british accent pas masuk kuping itu keren banget tapi ya itu ngga paham jadi suka bingungan,Love,100,18
555,suka banget sama foto makanan.,Love,30,5
556,"cantik itu luka suka banget gilaa, satirnya kerasa banget",Love,57,9
557,"suka banget telponan.. pernah 11 jam alias sama sleepcall wkwkw.. trus aku jadi tau kapan dia bangun, kapan dia kerja, kapan dia makan yaa pokonya gemes banget mumuku itu.",Love,171,29
558,"mumu suka banget makan.. kita makan bareng.. aku masih kenyang, dia bisa udah makan lagi wkwk. terus dia suka kasih kejutan.. inget hal hal kecil, yang aku aja lupa :""d selalu nanyain hari ini ngapain aja.. padahal sepanjang hari juga chatting. suka ngerjain aku wkwk",Love,267,45
559,"suka bang sama ketek bauk, aroma kringet, ketek basah. pokoknya suka aroma bauk ketek khas jantan ( tanpa rexona/parfum ) bisa bikin gairah, bisa sampe muncrat",Love,159,26
560,suka banget sama pemeran dan karakternya si grace dh kek dia cantik dan smart banget trs jg nganut prinsip setia,Love,112,20
561,suka banget sama keluarga ini,Love,29,5
562,"suka banget sama toko ijo, beli barang harga ratusan sampe jutaan ongkirnya ttp 2k doang",Love,88,15
563,suka banget enak keras2 alot,Love,28,5
564,suka banget ngegadoin susu bubuk. apalagi pake pisang goreng ato donat duuh jd laper,Love,84,14
565,kakakk bagus banget suka suka alaska florida sgt super duper bintang 5 ilyy - terima kasih glad you like it! waduh bintangnya ada 6 tuchh,Love,137,25
566,sama-sama kak aku suka banget n di sini wkwk,Love,44,9
567,gua tdr enk banget tiba2 di suruh bangun masuk kerjaa kebiasaan suka dadakan anjr,Love,81,14
568,"omg lucu bingoo!! thankyou selllll ih gemes banget dikasi dino gini, suka banget",Love,80,13
569,kebiasaan banget suka ngabarin dadakan,Love,38,5
570,suka banget banget sama,Love,23,4
571,si ceweknya tuh bajunya terbuka. trus dadanya gede gitu. jadi ya gitu deh. tapi sejujurnya ceritanya lucu kok. cowoknya polos banget soalnya tapi kalo gak suka fanservice ya rada kagak nyaman sih makin kesini makin makin soalnya,Love,228,37
572,"terlepas kdg alurnya bikin kesel, tp terima kasih bu & team yang sudah membuat cerita yg epic dan masuk dlm sejarah sinetron, bikin banyak orang termasuk saya mau nonton sinetron lagi setelah belasan tahun vakum. maaf lahir batin bu suka misuh",Love,243,41
573,"suka banget sama lagu barunya kangen band, gak tau udah berapa lama gak ngehype mereka dan biasku kak izzy masih tetep ganteng sama kayak belasan tahun kemaren",Love,159,27
574,"aku tiap menetap di fandom tuh pasti ada ganti2 kesukaan pas di awal2. urutannya shokudaikiri ; hasebe ; azuki ; buzen dan yg first love itu kek sebenernya masih suka yg biasa aja sih, belom yg bucin bgt kek aku ke buzen :""d",Love,224,43
575,"suka banget sama konsep yang dipake, taeyeon cantik banget udah kaya dewi artemis (/ )",Love,86,15
576,"waktu aku mulai tau, kalau ternyata dahyun twice aslinya tenang dan misterius banget.. padahal awal aku stan twice karena dia, dan ngiranya dia bobrok abiess tapi gapapa sih tetep sayang",Love,186,30
577,"setidaknya dohoon pernah sedekat nadi kalo harubby bener2 gak nyatu dah kalo kita dohooniest selalu bilang dohoon dah punah, bahkan pecinta harubby bilangnya ˜harubby kan gak saling kenal' lucukk banget kakunya makanya ku suka liat harubby kalo dah dipaksa berduaan",Love,265,40
578,"gemes banget.. you too cantik! anyway, kamu klo pagi suka sarapan apa?",Love,70,12
579,kasih ak aja ak suka sm coklat,Love,30,7
580,iya aku suka banget ngomong sendiri..,Love,37,6
581,"ah cerita tsana ini mirip pas aku ke day6. aku cuma denger 2 lagu aja dulu, terus lama2 enak, lama2 asik, lama2 kepoin jae, lama2 kepoin doun. gak tau kenapa suka dan jadi fans cinta banget mereka. semua.",Love,204,38
582,ohh jelas banget donk! aku suka banget disitu kakka jay sama kak heeseung juga keren suaranya . wah ide upcharku spontan aja sih gimana dong t__t,Love,145,26
583,"dan gue harap sih ke jadian, si te suka sama ggvk bucin cinta ama dia tapii semuanya terlambat karna ggvk dah pergi biarin dah dia idup dalam penyesalan hidup dalam penyesalan tuh lebih sakit dibanding dikasih karma yg datang cuma sekali",Love,237,41
584,gatau kenapa kalau orang manggil gue dengan sebutan 'cece' gue suka banget,Love,74,12
585,"gua selalu suka kalau pagi-pagi buka tello terus ada yang kirim ginian huhu please lu cepet sembuh yaa makasih banyak karena udah baca ajay dan kugi, nanti gua update lagi oke?? cepet sembuh banget ini gua benerannnn",Love,216,37
586,"[fakta melody] melody suka menanam pohon, maka dari itu dia ambil jurusan pertanian, biar bisa menanam benih cinta gue ke dia",Love,125,21
587,kaki wonie tuh suka kek gini.. gemes banget woy,Love,47,9
588,"yess. aku baru suka exo sekitar september 2021 lalu, kaak. gak tahu apa alasannya, tapi beneran ini mah bisa dibilang sayang tanpa alasan, wakaka. daya tarik mereka terlalu kuaat. gak pernah nonton live show, dsb tiba-tiba suka dan sayang banget banget sama mereka..",Love,266,43
589,"tapi lebih nyaman kalo aku ga suka dia end then dia suka aku sih, jadi lebih ngerasa di cintai bgtt.",Love,100,20
590,aku lagi suka banget sama lagu ini siapa tau masuk juga dikupingmu hehe,Love,71,13
591,dan kadang sampe harus lapor makan siangnya apa wkwkw soalnya kalo ga makan nasi suka diomelin. padahal aku udah ga muda lagi. forever mommy lil girl ya huhu. i love you mamah sayang,Love,182,33
592,"sebagai pembaca setia webtoonnya, aku gak suka banget sama dramanya, apalagi endingnya. jelek. puol. rating dariku 3/5, tapi tiap orang punya preferensi masing-masing yaa",Love,170,24
593,"cakep, gemoy dan suka julid pas banget jadi abang angkat, makin sayang",Love,70,12
594,"melodinya enak banget asli, meskipun nggak tau baca liriknya. definisi suka lagu karena musiknya enak.",Love,102,15
595,"keknya gue kesengsem ni ama mew suppasit sampe kebawa mimpi pas tidur. dan gue baru tau dia actor yg main di series bl . gue awal taunya dari lagi dia tbtb muncul di spotify gue, terus jadi cintaaa banget sama suara dia dan senyum dia yg di vclipnya zom marie blush",Love,266,51
596," apa yang lo suka dari suju? | semuanya, persahabatan mreka, cinta kasih mereka, kebaikan mereka, kesempurnaan mereka,& kerendahan hati mreka",Love,141,20
597,"pas tw wanita yg dia suka itu adlh fans eunhyuk,kyuhyun lngsng gk prcya lg sm cinta pd pndangan pertama",Love,103,19
598,kak kaia gemes banget t____t iyah!! yang suka genitin anak orang terus kalo foto manyun2 bebek -3- beginj,Love,105,18
599,"suka girang banget klo di promo tuh klo ada yg komen ""done"" tp aslinya ga fw.. di situlah batin ini bertanya ""done komen atw done fw??",Love,134,26
600,suka banget sama part rapline disini,Love,36,6
601,chen suka banget sama lagu machine karena sewaktu rekamannya susah banget jadi ngga terlupakan buat dia,Love,104,16
602,suka banget dong gw,Love,19,4
603,"kalo aku suka dengerin ceritamu, melihat km dengan pnuh cinta ;3",Love,64,11
604,"suka bgt sm fight scene tlb (so far paling bagus). khususnya semua fight scene ashile sun.. apalagi wkt ah sun nyelamatin chang ge, kereen bgt2. drama dimana mainlead gak ada real kiss lagu fave gw di tlb, pengen gw kasih cut scene takut sopiler",Love,245,44
605,"sukaa banget, jujur kangen banget sama sunny sebagai penyanyi, bahkan di snsd sendiri part dia kan suka dikit, pas disini suaranya bagus banget sukaa",Love,149,24
606,"thank you! lagi kangen banget sama exo. btw ceritanyaa sama banget suka exo dari kyungsoo huhu! doain ya semoga ada rezeki, mau ikut konser juga",Love,144,25
607,"suka banget sama lagu2nya, langit biru slalu indah disana ..",Love,60,10
608,cinta kita melukiskan sejarah~ menggelarkan cerita penuh suka cita~,Love,67,9
609,aku suka loh ama kamu kpn bisa ketemu sayang,Love,44,9
610,"eh plis ini lucu banget sedikit termotivasi deh sama cewenya, aku juga anaknya hampir sama, suka banget ambisius sampe lupa waktu",Love,129,21
611,"suka banget deh sama karakter adin. gemes, persis kaya anak kecil bawelnya",Love,74,12
612,"tapi sayang ibu kos ga jadi satu rumahnya sama kos, diluar kota malah. jadi ya ibuk kos gabisa liat langsung kelakuan mereka jadi tunggu aja blio dateng buat jenguk kos, soalnya blio suka dateng dadakan wkwk",Love,207,36
613,"jihan ternyata suka nonton shiva, sama banget meskipun gak inget itunya",Love,71,11
614,heyy dolie kamu suka kembang kan? nih ak kasih kamu kembang spesial bonus dapet ayang gratisnya,Love,95,16
615,lagi suka banget sama foto ini wish me luck,Love,43,9
616,"anggap lah apa sahaja, itu semuanya kami tidak peduli, naikkan harga getah, turunkan harga makanan.. usah kata adab, siap kasih sayang kami bagi",Love,144,23
617,"udah dong~~ paling suka dan favorit banget tuh (some night) terus yg kedua, siren. duh, unnie cantik banget. highlight lagunya enak2. aah, makin gasabar. cold as hell, itu juga keren abis!! proud of you, unnie!",Love,210,35
618,suka banget live performnya,Love,27,4
619,"aku juga gak tau sih yaa, tiba2 aja gitu kepincut buat jadi jennie. aku suka senyumnya, lucu banget!",Love,100,18
620,"hai, jinni! cantik banget profilenya. aku lagi suka lagu-lagunya cigarettes after sex sih, apalagi yang ini. kalau kamu akhir-akhir ini lagi suka dengerin apa? btw selamat ya untuk debutnya!",Love,190,29
621,emang salah banget kah? kita pacaran kan juga karna suka dan ada rasa sayang,Love,76,14
622,dia tuh anak word of affirmation banget bund kaya aku wkwk maaf ya aku suka cheesy juga,Love,87,17
623,"jika engkau suka merendahkan kemungkinan cinta yang dekat, maka engkau akan dilanda ldrisasi cinta.",Love,99,14
624,"halo, salam kenaal! glody yang tag kamu di fcv aku pfp kamu chaehyun, aku suka banget chaehyun dari gp99 karena dia mantan sm trainee juga. kamu ngerp jadi dia kaah?",Love,165,30
625,"ga sih. tp jujur aku suka bgt kalo kak uju lagi main alat musik kayak, halo .. kamu ganteng banget ..",Love,101,21
626,"krystal suka banget ama masakan tradisional nya mexico, yaitu burrito",Love,69,10
627,"aku suka begadang, aku suka kopi, aku suka malam. tapi kesukaan terbesarku itu kamu",Love,83,14
628,"kata orang, cinta itu artinya suka sama suka. kalo bagi aku, cinta itu artinya suka sama",Love,88,16
629,"lebih baik perjuangin orang yang bener2 sayang, tulus sama kita, dari pada perjuangin orang yang kita suka yang belum bener2 sayang sm kita.",Love,140,23
630,"boy william nih gw suka banget liat cara ngomong dia, keliatan pinter tapi gak yang arogan gitu",Love,95,17
631,"ahh kakak suka xiao zhan to ah iya oath of love kapan tayangnyaa, padahal udah lama banget ituu ooo chemistrynya kurang ya kak berarti. wah iya chemistry nya mereka kenceng banget",Love,179,31
632,"cape ya pura2 ga suka, pdhl aslinya suka banget",Love,47,9
633,inuyasha soalnya suka banget romantis ya,Love,40,6
634,nah ini suka banget,Love,19,4
635,"aku sering banget ngeluh soal muka yangg sensitif, suka muncul breakout gak jelas dan dimana-mana, dan aku pengen deh punya muka yg glowing kayak cewek lainnya. kadang juga capek sama muka sendiri karna sering breakout",Love,218,35
